booking_id,customer_id,driver_id,city,booking_date,day_of_week,weekend_flag,category,distance_km,trip_type,airport_flag,base_fare,per_km_rate,surge_multiplier,surge_reason,total_trip_cost,driver_earning,company_revenue,ride_status,cancellation_reason,payment_type,customer_rating,weather_condition,traffic_level,holiday_flag,booking_time,waiting_time,trip_duration_min
B1010,C194,D177,Mumbai,2025-03-30,Sunday,1,SUV,9.19,Medium,0,100.00,20.00,1.46,"Peak Hour",414.35,310.76,103.59,Completed,"Not Cancelled",Cash,3.8,Clear,High,0,18:50:18,00:10:00,00:28:29
B365,C83,D38,Chennai,2025-03-31,Monday,0,Auto,8.07,Medium,0,30.00,8.00,1.60,Traffic,151.30,113.48,37.83,Cancelled_Customer,"High Fare",Cash,0.0,Clear,High,0,05:29:05,00:06:00,00:26:48
B650,C231,D270,Bangalore,2025-01-04,Saturday,1,SUV,9.63,Medium,0,100.00,20.00,1.31,"Peak Hour",383.31,287.48,95.83,Completed,"Not Cancelled",Card,4.8,Storm,Medium,0,07:54:28,00:10:00,00:33:36
B194,C479,D89,Bangalore,2025-03-16,Sunday,1,Prime,3.40,Medium,1,60.00,15.00,1.83,"Peak Hour",203.13,152.35,50.78,Completed,"Not Cancelled",UPI,3.8,Clear,High,0,07:05:09,00:14:00,00:11:16
B738,C42,D95,Bangalore,2025-03-26,Wednesday,0,Mini,24.29,Long,0,40.00,10.00,1.20,Rain,339.48,254.61,84.87,Completed,"Not Cancelled",UPI,3.6,Rain,Medium,0,10:42:21,00:04:00,01:03:36
B78,C105,D155,Bangalore,2025-01-28,Tuesday,0,Mini,9.28,Medium,1,40.00,10.00,1.00,None,132.80,99.60,33.20,Cancelled_Driver,"Driver Late",UPI,0.0,Clear,Medium,0,16:16:16,00:02:00,00:20:37
B441,C449,D135,Delhi,2025-02-10,Monday,0,SUV,4.40,Medium,0,100.00,20.00,1.78,Holiday,334.64,250.98,83.66,Completed,"Not Cancelled",Card,3.6,Storm,Medium,1,22:14:19,00:08:00,00:09:50
B1256,C100,D64,Delhi,2025-02-15,Saturday,1,Auto,17.86,Long,1,30.00,8.00,1.83,Holiday,316.37,237.28,79.09,Completed,"Not Cancelled",UPI,3.1,Clear,Low,1,18:22:46,00:10:00,01:10:43
B28,C368,D197,Mumbai,2025-01-12,Sunday,1,Auto,6.39,Medium,0,30.00,8.00,1.84,"Peak Hour",149.26,111.94,37.31,Cancelled_Customer,Other,Wallet,0.0,Clear,High,0,07:10:52,00:05:00,00:15:19
B261,C460,D40,Delhi,2025-02-28,Friday,0,Mini,24.53,Long,1,40.00,10.00,1.30,Rain,370.89,278.17,92.72,Completed,"Not Cancelled",Card,4.2,Rain,Low,0,01:46:06,00:07:00,01:04:58
B574,C65,D80,Chennai,2025-02-23,Sunday,1,SUV,20.20,Long,1,100.00,20.00,1.82,"Peak Hour",917.28,687.96,229.32,Completed,"Not Cancelled",Cash,4.6,Rain,High,0,15:17:54,00:03:00,01:09:16
B103,C34,D282,Delhi,2025-03-30,Sunday,1,Prime,3.94,Medium,1,60.00,15.00,2.47,Holiday,294.18,220.63,73.55,Cancelled_Driver,"High Fare",Card,0.0,Clear,Medium,1,15:11:13,00:13:00,00:14:36
B1367,C481,D182,Hyderabad,2025-02-05,Wednesday,0,Mini,23.16,Long,0,40.00,10.00,1.00,None,271.60,203.70,67.90,Completed,"Not Cancelled",Cash,4.1,Clear,Medium,0,12:02:22,00:13:00,01:20:59
B1469,C56,D93,Hyderabad,2025-03-06,Thursday,0,SUV,10.86,Long,0,100.00,20.00,1.00,None,317.20,237.90,79.30,Completed,"Not Cancelled",Cash,3.8,Storm,Medium,0,08:04:55,00:11:00,00:33:08
B1437,C353,D1,Hyderabad,2025-02-26,Wednesday,0,Prime,15.93,Long,0,60.00,15.00,1.47,Traffic,439.46,329.59,109.86,Completed,"Not Cancelled",Wallet,3.2,Rain,High,0,15:38:14,00:11:00,00:54:27
B894,C411,D275,Hyderabad,2025-01-13,Monday,0,Prime,15.24,Long,0,60.00,15.00,1.00,None,288.60,216.45,72.15,Completed,"Not Cancelled",Card,4.1,Storm,Medium,0,00:11:07,00:13:00,00:51:04
B947,C417,D280,Mumbai,2025-01-01,Wednesday,0,Prime,1.97,Short,1,60.00,15.00,1.00,None,89.55,67.16,22.39,Completed,"Not Cancelled",Cash,3.5,Clear,Low,0,16:04:02,00:14:00,00:07:41
B210,C351,D51,Bangalore,2025-02-12,Wednesday,0,Prime,2.18,Short,1,60.00,15.00,1.38,Rain,127.93,95.95,31.98,Completed,"Not Cancelled",UPI,4.7,Rain,Low,0,22:40:51,00:09:00,00:06:26
B435,C11,D12,Delhi,2025-03-03,Monday,0,Prime,7.26,Medium,1,60.00,15.00,1.31,Rain,221.26,165.94,55.31,Cancelled_Customer,Other,UPI,0.0,Rain,Low,0,23:25:28,00:05:00,00:24:30
B1332,C334,D247,Delhi,2025-03-01,Saturday,1,Prime,1.88,Short,0,60.00,15.00,1.39,"Peak Hour",122.60,91.95,30.65,Completed,"Not Cancelled",UPI,3.5,Clear,Low,0,14:50:54,00:14:00,00:04:00
B1549,C295,D82,Delhi,2025-03-05,Wednesday,0,SUV,18.08,Long,1,100.00,20.00,1.00,None,461.60,346.20,115.40,Completed,"Not Cancelled",Cash,3.1,Clear,Medium,0,13:55:14,00:04:00,00:48:27
B1318,C422,D239,Delhi,2025-01-11,Saturday,1,Auto,1.78,Short,1,30.00,8.00,1.24,"Peak Hour",54.86,41.14,13.71,Completed,"Not Cancelled",Wallet,3.2,Storm,Medium,0,02:11:59,00:13:00,00:03:37
B526,C125,D41,Hyderabad,2025-02-18,Tuesday,0,Prime,13.08,Long,0,60.00,15.00,1.00,None,256.20,192.15,64.05,Completed,"Not Cancelled",UPI,3.9,Clear,Medium,0,16:19:48,00:13:00,00:44:35
B1316,C487,D271,Mumbai,2025-01-21,Tuesday,0,Auto,5.71,Medium,0,30.00,8.00,1.27,Rain,96.11,72.08,24.03,Completed,"Not Cancelled",Cash,4.2,Rain,Low,0,11:27:11,00:06:00,00:19:59
B998,C172,D173,Mumbai,2025-02-13,Thursday,0,Prime,19.16,Long,0,60.00,15.00,1.56,Rain,541.94,406.46,135.49,Completed,"Not Cancelled",Cash,3.9,Rain,Low,0,00:53:19,00:05:00,00:53:56
B550,C201,D37,Delhi,2025-01-23,Thursday,0,SUV,8.18,Medium,0,100.00,20.00,1.00,None,263.60,197.70,65.90,Completed,"Not Cancelled",Card,4.5,Storm,Medium,0,15:39:58,00:07:00,00:29:41
B75,C137,D15,Bangalore,2025-03-13,Thursday,0,Mini,19.30,Long,1,40.00,10.00,1.75,Traffic,407.75,305.81,101.94,Completed,"Not Cancelled",Card,4.7,Rain,High,0,11:27:12,00:12:00,01:00:46
B320,C486,D61,Bangalore,2025-03-16,Sunday,1,Prime,21.70,Long,0,60.00,15.00,1.76,"Peak Hour",678.48,508.86,169.62,Completed,"Not Cancelled",Card,4.1,Clear,High,0,17:58:19,00:03:00,00:56:49
B504,C490,D254,Mumbai,2025-01-22,Wednesday,0,SUV,19.03,Long,1,100.00,20.00,1.00,None,480.60,360.45,120.15,Completed,"Not Cancelled",Card,4.0,Clear,Medium,0,16:36:02,00:13:00,01:02:37
B67,C204,D142,Bangalore,2025-02-05,Wednesday,0,Auto,6.21,Medium,0,30.00,8.00,1.53,Rain,121.91,91.43,30.48,Cancelled_Driver,"High Fare",Cash,0.0,Rain,Low,0,01:51:41,00:02:00,00:17:56
B1792,C399,D1,Mumbai,2025-01-03,Friday,0,Mini,18.88,Long,0,40.00,10.00,1.80,Traffic,411.84,308.88,102.96,Completed,"Not Cancelled",Wallet,3.0,Rain,High,0,13:38:34,00:04:00,00:42:49
B137,C61,D246,Bangalore,2025-02-18,Tuesday,0,Mini,21.97,Long,0,40.00,10.00,1.97,Traffic,511.61,383.71,127.90,Completed,"Not Cancelled",UPI,4.9,Clear,High,0,21:23:30,00:05:00,00:52:13
B606,C313,D39,Bangalore,2025-01-21,Tuesday,0,Auto,11.74,Long,1,30.00,8.00,1.92,Traffic,237.93,178.45,59.48,Completed,"Not Cancelled",Wallet,3.5,Clear,High,0,16:24:47,00:08:00,00:26:34
B1527,C70,D275,Bangalore,2025-01-14,Tuesday,0,Mini,24.24,Long,1,40.00,10.00,1.00,None,282.40,211.80,70.60,Cancelled_Driver,"Driver Late",Cash,0.0,Clear,Medium,0,00:22:26,00:09:00,01:36:01
B1235,C237,D33,Delhi,2025-03-26,Wednesday,0,Prime,5.83,Medium,0,60.00,15.00,1.00,None,147.45,110.59,36.86,Cancelled_Driver,"High Fare",Wallet,0.0,Clear,Medium,0,16:08:12,00:04:00,00:14:17
B25,C23,D224,Hyderabad,2025-01-23,Thursday,0,Auto,1.92,Short,1,30.00,8.00,1.51,Rain,68.49,51.37,17.12,Completed,"Not Cancelled",UPI,3.4,Rain,Medium,0,18:41:42,00:11:00,00:06:08
B1717,C148,D203,Hyderabad,2025-02-13,Thursday,0,Prime,3.14,Medium,0,60.00,15.00,1.00,None,107.10,80.32,26.77,Completed,"Not Cancelled",Wallet,4.0,Clear,Low,0,10:26:39,00:12:00,00:07:17
B459,C253,D156,Bangalore,2025-03-21,Friday,0,Auto,17.58,Long,1,30.00,8.00,1.00,None,170.64,127.98,42.66,Completed,"Not Cancelled",UPI,4.9,Clear,Low,0,06:21:14,00:08:00,00:38:11
B919,C281,D241,Mumbai,2025-01-24,Friday,0,SUV,8.48,Medium,0,100.00,20.00,1.67,Rain,450.23,337.67,112.56,Cancelled_Customer,"Changed Plan",UPI,0.0,Rain,Medium,0,07:48:42,00:06:00,00:25:47
B145,C386,D204,Hyderabad,2025-01-28,Tuesday,0,SUV,7.51,Medium,1,100.00,20.00,1.76,Rain,440.35,330.26,110.09,Completed,"Not Cancelled",Card,4.2,Rain,Medium,0,22:41:02,00:05:00,00:28:54
B1306,C46,D90,Bangalore,2025-01-05,Sunday,1,SUV,15.44,Long,1,100.00,20.00,1.42,"Peak Hour",580.50,435.38,145.12,Completed,"Not Cancelled",UPI,3.2,Clear,Low,0,01:43:32,00:09:00,00:37:38
B376,C46,D155,Chennai,2025-02-23,Sunday,1,SUV,17.62,Long,1,100.00,20.00,1.54,Holiday,696.70,522.53,174.18,Completed,"Not Cancelled",Wallet,4.2,Clear,Medium,1,22:21:29,00:09:00,00:42:31
B56,C241,D136,Chennai,2025-01-17,Friday,0,Auto,21.87,Long,1,30.00,8.00,1.40,Traffic,286.94,215.20,71.73,Cancelled_Customer,"Changed Plan",Wallet,0.0,Clear,High,0,16:11:34,00:03:00,01:21:59
B1178,C359,D98,Delhi,2025-02-01,Saturday,1,Prime,18.26,Long,1,60.00,15.00,1.75,"Peak Hour",584.33,438.25,146.08,Completed,"Not Cancelled",UPI,3.9,Rain,High,0,11:44:21,00:15:00,01:11:49
B1164,C308,D293,Mumbai,2025-03-10,Monday,0,SUV,23.78,Long,0,100.00,20.00,1.52,Traffic,874.91,656.18,218.73,Cancelled_Customer,"Driver Late",Card,0.0,Rain,High,0,23:47:14,00:12:00,01:15:49
B537,C221,D88,Bangalore,2025-01-27,Monday,0,SUV,17.78,Long,0,100.00,20.00,1.62,Rain,738.07,553.55,184.52,Completed,"Not Cancelled",Card,3.6,Rain,Low,0,23:37:19,00:12:00,00:35:47
B1343,C482,D17,Chennai,2025-02-27,Thursday,0,Mini,23.12,Long,0,40.00,10.00,1.00,None,271.20,203.40,67.80,Completed,"Not Cancelled",UPI,4.4,Clear,Low,0,14:53:31,00:07:00,01:23:31
B559,C23,D122,Hyderabad,2025-01-06,Monday,0,Auto,16.82,Long,1,30.00,8.00,2.04,Holiday,335.70,251.77,83.92,Completed,"Not Cancelled",UPI,4.3,Rain,Medium,1,16:35:40,00:03:00,00:48:37
B812,C490,D151,Delhi,2025-02-20,Thursday,0,Mini,5.77,Medium,1,40.00,10.00,1.41,Rain,137.76,103.32,34.44,Completed,"Not Cancelled",Cash,3.2,Rain,Low,0,19:17:49,00:08:00,00:12:35
B334,C149,D100,Hyderabad,2025-02-03,Monday,0,Auto,23.25,Long,1,30.00,8.00,1.00,None,216.00,162.00,54.00,Completed,"Not Cancelled",Cash,3.5,Clear,Medium,0,16:42:02,00:11:00,01:15:04
B140,C470,D278,Hyderabad,2025-03-05,Wednesday,0,Auto,7.18,Medium,1,30.00,8.00,1.00,None,87.44,65.58,21.86,Completed,"Not Cancelled",Cash,4.0,Clear,Medium,0,17:36:47,00:10:00,00:26:10
B53,C451,D70,Hyderabad,2025-02-07,Friday,0,Auto,10.97,Long,1,30.00,8.00,1.00,None,117.76,88.32,29.44,Cancelled_Driver,Other,Card,0.0,Clear,Medium,0,16:57:47,00:13:00,00:32:32
B1467,C320,D21,Mumbai,2025-03-16,Sunday,1,Auto,2.69,Short,1,30.00,8.00,1.23,"Peak Hour",63.37,47.53,15.84,Completed,"Not Cancelled",UPI,4.1,Clear,Medium,0,10:58:34,00:15:00,00:09:38
B1160,C189,D214,Mumbai,2025-02-20,Thursday,0,Prime,14.62,Long,0,60.00,15.00,1.00,None,279.30,209.48,69.83,Completed,"Not Cancelled",Wallet,4.1,Storm,Medium,0,05:59:29,00:08:00,00:52:40
B1735,C415,D157,Mumbai,2025-03-22,Saturday,1,Prime,8.73,Medium,1,60.00,15.00,1.46,"Peak Hour",278.79,209.09,69.70,Completed,"Not Cancelled",Card,4.7,Clear,Low,0,21:01:43,00:04:00,00:20:14
B546,C380,D97,Hyderabad,2025-03-24,Monday,0,SUV,22.84,Long,1,100.00,20.00,1.76,Holiday,979.97,734.98,244.99,Completed,"Not Cancelled",Card,3.2,Rain,High,1,10:10:11,00:03:00,01:19:37
B86,C201,D67,Delhi,2025-01-13,Monday,0,SUV,7.82,Medium,0,100.00,20.00,1.00,None,256.40,192.30,64.10,Completed,"Not Cancelled",Cash,4.4,Clear,Medium,0,17:45:44,00:12:00,00:26:58
B1761,C400,D175,Bangalore,2025-01-12,Sunday,1,Auto,6.82,Medium,0,30.00,8.00,2.39,Holiday,202.10,151.57,50.52,Completed,"Not Cancelled",Cash,4.1,Clear,Medium,1,04:18:07,00:06:00,00:23:24
B532,C374,D192,Mumbai,2025-02-02,Sunday,1,SUV,8.34,Medium,1,100.00,20.00,1.26,"Peak Hour",336.17,252.13,84.04,Completed,"Not Cancelled",Wallet,4.7,Clear,Low,0,12:13:25,00:02:00,00:21:24
B69,C166,D9,Bangalore,2025-01-19,Sunday,1,Mini,7.65,Medium,0,40.00,10.00,1.91,"Peak Hour",222.51,166.88,55.63,Completed,"Not Cancelled",Card,3.5,Clear,High,0,19:12:45,00:14:00,00:30:22
B1458,C8,D294,Chennai,2025-03-20,Thursday,0,Mini,8.17,Medium,1,40.00,10.00,1.78,Traffic,216.63,162.47,54.16,Completed,"Not Cancelled",Wallet,4.9,Clear,High,0,08:23:28,00:10:00,00:31:17
B1741,C116,D83,Mumbai,2025-01-24,Friday,0,SUV,4.53,Medium,1,100.00,20.00,1.00,None,190.60,142.95,47.65,Completed,"Not Cancelled",Card,3.4,Clear,Medium,0,03:19:09,00:11:00,00:11:37
B817,C33,D182,Hyderabad,2025-03-05,Wednesday,0,SUV,2.55,Short,0,100.00,20.00,1.00,None,151.00,113.25,37.75,Completed,"Not Cancelled",Card,4.4,Clear,Medium,0,18:25:20,00:15:00,00:10:11
B1548,C359,D54,Hyderabad,2025-03-01,Saturday,1,Mini,7.84,Medium,1,40.00,10.00,1.67,"Peak Hour",197.73,148.30,49.43,Completed,"Not Cancelled",Wallet,4.4,Rain,High,0,17:09:13,00:05:00,00:21:35
B1661,C50,D241,Mumbai,2025-03-19,Wednesday,0,SUV,21.24,Long,0,100.00,20.00,1.97,Traffic,1033.86,775.39,258.46,Completed,"Not Cancelled",Card,3.6,Clear,High,0,08:30:05,00:05:00,01:19:15
B184,C280,D126,Bangalore,2025-02-17,Monday,0,Auto,14.53,Long,0,30.00,8.00,1.00,None,146.24,109.68,36.56,Completed,"Not Cancelled",Cash,4.5,Clear,Medium,0,06:02:45,00:05:00,00:37:53
B1115,C484,D44,Delhi,2025-01-02,Thursday,0,Mini,20.63,Long,1,40.00,10.00,2.05,Holiday,504.91,378.68,126.23,Cancelled_Driver,"Changed Plan",Cash,0.0,Rain,Low,1,17:43:34,00:12:00,00:49:04
B1646,C286,D35,Chennai,2025-03-03,Monday,0,Prime,15.49,Long,1,60.00,15.00,1.69,Traffic,494.07,370.55,123.52,Completed,"Not Cancelled",Wallet,3.4,Rain,High,0,08:29:32,00:13:00,00:35:45
B225,C339,D56,Hyderabad,2025-01-03,Friday,0,Prime,3.96,Medium,0,60.00,15.00,1.00,None,119.40,89.55,29.85,Completed,"Not Cancelled",Cash,5.0,Clear,Medium,0,18:17:00,00:11:00,00:13:33
B138,C241,D164,Bangalore,2025-02-20,Thursday,0,Auto,19.61,Long,1,30.00,8.00,1.00,None,186.88,140.16,46.72,Completed,"Not Cancelled",Card,5.0,Clear,Medium,0,07:56:27,00:14:00,00:54:09
B1006,C170,D290,Hyderabad,2025-03-12,Wednesday,0,SUV,3.15,Medium,0,100.00,20.00,1.00,None,163.00,122.25,40.75,Cancelled_Driver,"Changed Plan",Card,0.0,Clear,Medium,0,20:51:12,00:04:00,00:09:35
B724,C334,D179,Bangalore,2025-03-19,Wednesday,0,Prime,23.69,Long,0,60.00,15.00,1.67,Rain,693.63,520.22,173.41,Completed,"Not Cancelled",Cash,4.8,Rain,Medium,0,06:26:39,00:10:00,01:26:53
B900,C244,D245,Mumbai,2025-01-08,Wednesday,0,Mini,3.71,Medium,0,40.00,10.00,1.47,Traffic,113.34,85.00,28.34,Completed,"Not Cancelled",UPI,3.4,Clear,High,0,16:39:41,00:05:00,00:12:22
B787,C261,D58,Mumbai,2025-01-21,Tuesday,0,Mini,23.58,Long,1,40.00,10.00,1.79,Rain,493.68,370.26,123.42,Completed,"Not Cancelled",Cash,4.0,Rain,Medium,0,06:58:29,00:07:00,01:22:05
B797,C62,D282,Chennai,2025-03-26,Wednesday,0,Auto,19.32,Long,1,30.00,8.00,1.00,None,184.56,138.42,46.14,Completed,"Not Cancelled",UPI,4.7,Clear,Low,0,03:53:21,00:09:00,00:48:48
B133,C29,D72,Delhi,2025-01-09,Thursday,0,Mini,11.71,Long,0,40.00,10.00,1.00,None,157.10,117.82,39.27,Completed,"Not Cancelled",Card,4.7,Clear,Low,0,03:31:17,00:14:00,00:39:10
B81,C262,D100,Chennai,2025-01-14,Tuesday,0,SUV,15.13,Long,1,100.00,20.00,1.67,Rain,672.34,504.25,168.09,Completed,"Not Cancelled",Card,3.2,Rain,Medium,0,07:56:25,00:12:00,00:46:07
B1008,C159,D288,Bangalore,2025-02-22,Saturday,1,Mini,24.76,Long,1,40.00,10.00,1.56,"Peak Hour",448.66,336.50,112.17,Completed,"Not Cancelled",UPI,4.5,Clear,Medium,0,19:08:14,00:04:00,01:12:56
B911,C146,D221,Bangalore,2025-01-14,Tuesday,0,Auto,4.06,Medium,1,30.00,8.00,1.31,Traffic,81.85,61.39,20.46,Completed,"Not Cancelled",UPI,4.4,Clear,High,0,17:51:54,00:11:00,00:08:54
B1577,C317,D219,Hyderabad,2025-01-25,Saturday,1,Auto,12.73,Long,0,30.00,8.00,1.48,"Peak Hour",195.12,146.34,48.78,Completed,"Not Cancelled",Wallet,3.2,Clear,Medium,0,09:54:51,00:09:00,00:48:05
B410,C370,D21,Hyderabad,2025-01-28,Tuesday,0,Prime,10.78,Long,1,60.00,15.00,1.00,None,221.70,166.27,55.42,Completed,"Not Cancelled",Card,3.6,Clear,Low,0,16:58:34,00:13:00,00:37:59
B1541,C150,D184,Bangalore,2025-01-02,Thursday,0,Auto,4.95,Medium,0,30.00,8.00,1.00,None,69.60,52.20,17.40,Completed,"Not Cancelled",UPI,4.4,Storm,Low,0,05:08:17,00:07:00,00:14:23
B1126,C91,D258,Bangalore,2025-01-07,Tuesday,0,SUV,6.27,Medium,1,100.00,20.00,1.45,Traffic,326.83,245.12,81.71,Completed,"Not Cancelled",Card,4.7,Clear,High,0,02:45:43,00:15:00,00:21:22
B326,C357,D280,Bangalore,2025-03-01,Saturday,1,SUV,8.07,Medium,0,100.00,20.00,1.40,"Peak Hour",365.96,274.47,91.49,Completed,"Not Cancelled",Wallet,4.9,Clear,Medium,0,05:23:44,00:11:00,00:30:58
B363,C129,D99,Hyderabad,2025-03-28,Friday,0,Prime,8.52,Medium,0,60.00,15.00,1.26,Rain,236.63,177.47,59.16,Completed,"Not Cancelled",Cash,4.5,Rain,Low,0,22:41:33,00:05:00,00:17:13
B542,C325,D185,Hyderabad,2025-03-31,Monday,0,Auto,11.85,Long,1,30.00,8.00,1.00,None,124.80,93.60,31.20,Completed,"Not Cancelled",Card,3.6,Clear,Medium,0,07:16:33,00:15:00,00:39:58
B329,C255,D256,Delhi,2025-02-23,Sunday,1,Auto,18.52,Long,1,30.00,8.00,1.28,"Peak Hour",228.04,171.03,57.01,Completed,"Not Cancelled",Cash,3.0,Clear,Low,0,09:18:07,00:06:00,01:12:38
B1766,C82,D2,Hyderabad,2025-01-25,Saturday,1,Mini,12.30,Long,0,40.00,10.00,1.40,"Peak Hour",228.20,171.15,57.05,Cancelled_Driver,"Changed Plan",Wallet,0.0,Rain,Low,0,05:40:58,00:12:00,00:25:05
B1612,C466,D42,Delhi,2025-03-05,Wednesday,0,Prime,14.30,Long,1,60.00,15.00,1.83,Traffic,502.34,376.75,125.58,Cancelled_Driver,Other,UPI,0.0,Clear,High,0,07:30:26,00:15:00,00:47:58
B1669,C282,D296,Mumbai,2025-02-22,Saturday,1,Mini,17.11,Long,1,40.00,10.00,1.51,"Peak Hour",318.76,239.07,79.69,Cancelled_Customer,"Changed Plan",Card,0.0,Clear,Medium,0,17:29:19,00:09:00,00:40:55
B1248,C176,D217,Delhi,2025-02-17,Monday,0,Mini,2.14,Short,1,40.00,10.00,1.72,Traffic,105.61,79.21,26.40,Completed,"Not Cancelled",Wallet,3.5,Clear,High,0,22:55:15,00:09:00,00:05:26
B300,C276,D199,Bangalore,2025-02-07,Friday,0,Auto,11.90,Long,1,30.00,8.00,1.73,Traffic,216.60,162.45,54.15,Completed,"Not Cancelled",Wallet,4.3,Rain,High,0,08:08:19,00:03:00,00:42:16
B984,C326,D175,Hyderabad,2025-02-06,Thursday,0,Mini,8.54,Medium,1,40.00,10.00,1.00,None,125.40,94.05,31.35,Completed,"Not Cancelled",Card,3.8,Clear,Low,0,16:55:50,00:05:00,00:25:05
B319,C278,D68,Bangalore,2025-02-13,Thursday,0,Prime,3.11,Medium,0,60.00,15.00,1.00,None,106.65,79.99,26.66,Completed,"Not Cancelled",UPI,3.7,Clear,Medium,0,12:14:12,00:11:00,00:08:36
B1027,C385,D19,Mumbai,2025-03-06,Thursday,0,Prime,8.16,Medium,0,60.00,15.00,1.00,None,182.40,136.80,45.60,Completed,"Not Cancelled",Cash,4.9,Clear,Low,0,09:23:33,00:09:00,00:26:12
B166,C294,D137,Delhi,2025-01-22,Wednesday,0,Prime,19.84,Long,0,60.00,15.00,1.00,None,357.60,268.20,89.40,Completed,"Not Cancelled",Cash,3.6,Clear,Medium,0,19:15:07,00:13:00,01:11:58
B1690,C329,D183,Chennai,2025-03-07,Friday,0,Prime,12.33,Long,0,60.00,15.00,1.00,None,244.95,183.71,61.24,Completed,"Not Cancelled",UPI,3.7,Storm,Low,0,10:04:59,00:03:00,00:29:25
B1031,C304,D202,Bangalore,2025-03-29,Saturday,1,Mini,1.74,Short,1,40.00,10.00,1.71,"Peak Hour",98.15,73.61,24.54,Completed,"Not Cancelled",UPI,3.8,Rain,Low,0,14:39:34,00:10:00,00:03:55
B249,C34,D108,Bangalore,2025-03-08,Saturday,1,SUV,12.68,Long,0,100.00,20.00,1.59,"Peak Hour",562.22,421.67,140.56,Completed,"Not Cancelled",Wallet,3.0,Clear,Low,0,11:02:53,00:10:00,00:32:53
B1359,C196,D295,Bangalore,2025-02-02,Sunday,1,Auto,17.81,Long,0,30.00,8.00,2.04,Holiday,351.86,263.89,87.97,Completed,"Not Cancelled",UPI,4.0,Clear,Medium,1,20:15:45,00:08:00,00:54:50
B1712,C407,D105,Bangalore,2025-02-22,Saturday,1,Mini,14.63,Long,1,40.00,10.00,2.37,Holiday,441.53,331.15,110.38,Cancelled_Driver,"High Fare",Card,0.0,Clear,Medium,1,17:21:31,00:02:00,00:44:28
B1502,C385,D233,Mumbai,2025-02-24,Monday,0,Prime,7.33,Medium,1,60.00,15.00,1.00,None,169.95,127.46,42.49,Completed,"Not Cancelled",UPI,3.5,Clear,Low,0,00:45:26,00:07:00,00:22:10
B26,C216,D195,Bangalore,2025-02-16,Sunday,1,Mini,23.77,Long,1,40.00,10.00,1.83,Holiday,508.19,381.14,127.05,Completed,"Not Cancelled",Card,3.3,Rain,Low,1,13:10:04,00:10:00,01:31:19
B827,C157,D255,Chennai,2025-02-27,Thursday,0,Auto,23.66,Long,1,30.00,8.00,1.00,None,219.28,164.46,54.82,Completed,"Not Cancelled",Cash,4.2,Clear,Medium,0,06:25:53,00:09:00,01:07:29
B1091,C485,D136,Delhi,2025-03-12,Wednesday,0,Mini,7.52,Medium,1,40.00,10.00,1.89,Traffic,217.73,163.30,54.43,Completed,"Not Cancelled",Wallet,4.3,Clear,High,0,04:28:43,00:08:00,00:21:42
B447,C199,D207,Chennai,2025-01-08,Wednesday,0,Mini,14.13,Long,0,40.00,10.00,2.37,Holiday,429.68,322.26,107.42,Completed,"Not Cancelled",UPI,3.4,Clear,Low,1,23:03:06,00:15:00,00:45:17
B639,C181,D286,Bangalore,2025-03-27,Thursday,0,Prime,14.87,Long,1,60.00,15.00,1.00,None,283.05,212.29,70.76,Completed,"Not Cancelled",UPI,4.4,Clear,Medium,0,03:04:51,00:06:00,00:49:25
B182,C423,D40,Delhi,2025-03-02,Sunday,1,SUV,23.09,Long,0,100.00,20.00,1.59,"Peak Hour",893.26,669.94,223.31,Completed,"Not Cancelled",Card,3.6,Clear,High,0,11:07:15,00:13:00,00:54:26
B1733,C176,D93,Mumbai,2025-01-26,Sunday,1,Mini,16.94,Long,0,40.00,10.00,1.87,"Peak Hour",391.58,293.69,97.89,Completed,"Not Cancelled",UPI,4.9,Rain,High,0,22:45:17,00:04:00,01:04:51
B1787,C205,D25,Bangalore,2025-01-20,Monday,0,SUV,23.40,Long,1,100.00,20.00,1.47,Traffic,834.96,626.22,208.74,Completed,"Not Cancelled",UPI,4.8,Clear,High,0,09:06:38,00:07:00,00:47:49
B59,C5,D239,Chennai,2025-01-22,Wednesday,0,Mini,15.63,Long,0,40.00,10.00,1.00,None,196.30,147.23,49.08,Completed,"Not Cancelled",UPI,3.5,Clear,Medium,0,05:10:10,00:09:00,00:43:13
B1515,C38,D129,Delhi,2025-03-10,Monday,0,Auto,2.09,Short,1,30.00,8.00,1.00,None,46.72,35.04,11.68,Completed,"Not Cancelled",Cash,3.4,Clear,Low,0,03:37:08,00:11:00,00:06:32
B1671,C368,D126,Bangalore,2025-01-07,Tuesday,0,SUV,6.18,Medium,1,100.00,20.00,1.00,None,223.60,167.70,55.90,Completed,"Not Cancelled",Cash,4.5,Clear,Medium,0,06:18:35,00:08:00,00:16:07
B644,C142,D116,Delhi,2025-03-09,Sunday,1,SUV,13.45,Long,0,100.00,20.00,1.34,"Peak Hour",494.46,370.84,123.61,Completed,"Not Cancelled",Wallet,4.1,Clear,High,0,19:29:02,00:03:00,00:29:50
B63,C446,D174,Hyderabad,2025-02-23,Sunday,1,Prime,4.17,Medium,1,60.00,15.00,1.53,"Peak Hour",187.50,140.62,46.88,Completed,"Not Cancelled",Wallet,3.6,Clear,High,0,05:13:03,00:14:00,00:12:50
